id,titulo,anio,estado_juego,vinculo_preliminar,fuente,url,nota,estado_triage,ficha_id,origen,origen_ref,fecha_estado,motivo_decision,eje_sugerido,ejes_culturales_sugeridos,notas_triage
fsx-steam-edition-friday-harbor-kfhr-add-on,FSX: Steam Edition - Friday Harbor (KFHR) Add-On,,publicado,escenario,https://store.steampowered.com/app/379235/,https://store.steampowered.com/app/379235/,Candidato Steam app 379235.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
futbol-5-j2me,Fútbol 5 J2ME,,publicado,deporte,https://archive.org/search?query=futbol+5+java+argentina,,Juegos de fulbito para feature phones.,descartado,,csv_legacy,,2026-08-03,; sin app_id Steam,deporte,deporte;cultura_urbana,; sin app_id Steam
game-mate,Game Mate,,publicado,escenario,https://store.steampowered.com/app/4015330/,https://store.steampowered.com/app/4015330/,Candidato Steam app 4015330.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
gauchito-gil-el-santo-gaucho,Gauchito Gil: El Santo Gaucho,,prototipo,protagonista,https://itch.io/search?q=gauchito+gil,,Juegos fan sobre el santo popular.,descartado,,csv_legacy,,2026-08-03,verificar cuál incluir; sin app_id Steam,protagonista,folclore,verificar cuál incluir; sin app_id Steam
gaucho-and-the-grassland-demo,Gaucho and the Grassland Demo,,publicado,escenario,https://store.steampowered.com/app/2464930/,https://store.steampowered.com/app/2464930/,Candidato Steam app 2464930.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: gaucho,escenario,,steam auto-descartado; terminos: gaucho
gaucho-and-the-grassland-soundtrack,Gaucho and the Grassland Soundtrack,,publicado,escenario,https://store.steampowered.com/app/3876220/,https://store.steampowered.com/app/3876220/,Candidato Steam app 3876220.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: gaucho,escenario,,steam auto-descartado; terminos: gaucho
generala-online,Generala Online,,publicado,escenario,https://mobbyt.com/,,Dados generala en versión web.,descartado,,csv_legacy,,2026-08-03,; sin app_id Steam,escenario,juegos_tradicionales,; sin app_id Steam
ghostwire-tokyo,Ghostwire: Tokyo,,publicado,escenario,https://store.steampowered.com/app/1475810/,https://store.steampowered.com/app/1475810/,Candidato Steam app 1475810.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
ghostwire-tokyo-deluxe-upgrade,Ghostwire: Tokyo - Deluxe Upgrade,,publicado,escenario,https://store.steampowered.com/app/1702820/,https://store.steampowered.com/app/1702820/,Candidato Steam app 1702820.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
ghostwire-tokyo-prelude,Ghostwire: Tokyo - Prelude,,publicado,escenario,https://store.steampowered.com/app/1817250/,https://store.steampowered.com/app/1817250/,Candidato Steam app 1817250.,descartado,,csv_legacy,,2026-08-03,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
ghostwire-tokyo-spider-s-thread-soundtrack,Ghostwire: Tokyo - Spider's Thread Soundtrack,,publicado,escenario,https://store.steampowered.com/app/2650130/,https://store.steampowered.com/app/2650130/,Candidato Steam app 2650130.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
ghostwire-tokyo-original-game-soundtrack,Ghostwire: Tokyo Original Game Soundtrack,,publicado,escenario,https://store.steampowered.com/app/1944840/,https://store.steampowered.com/app/1944840/,Candidato Steam app 1944840.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
glass-original-soundtrack,GLASS Original Soundtrack,,publicado,escenario,https://store.steampowered.com/app/1488270/,https://store.steampowered.com/app/1488270/,Candidato Steam app 1488270.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
golf-gang,Golf Gang,,publicado,escenario,https://store.steampowered.com/app/1151050/,https://store.steampowered.com/app/1151050/,Candidato Steam app 1151050.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
good-pizza-great-pizza-cooking-simulator-game,"Good Pizza, Great Pizza - Cooking Simulator Game",,publicado,escenario,https://store.steampowered.com/app/770810/,https://store.steampowered.com/app/770810/,Candidato Steam app 770810.,descartado,,csv_legacy,,2026-08-03,triage: juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
goose-evolution,Goose Evolution,,publicado,escenario,https://store.steampowered.com/app/4382250/,https://store.steampowered.com/app/4382250/,Candidato Steam app 4382250.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Misiones,escenario,,triage: juego base; jurisdicción: Misiones
greedfall-the-dying-world,GreedFall: The Dying World,,publicado,escenario,https://store.steampowered.com/app/1997660/,https://store.steampowered.com/app/1997660/,Candidato Steam app 1997660.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
gremlins-inc,"Gremlins, Inc.",,publicado,escenario,https://store.steampowered.com/app/369990/,https://store.steampowered.com/app/369990/,Candidato Steam app 369990.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
gremlins-inc-agents-of-chaos,"Gremlins, Inc. – Agents of Chaos",,publicado,escenario,https://store.steampowered.com/app/1438000/,https://store.steampowered.com/app/1438000/,Candidato Steam app 1438000.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
gremlins-inc-cards-projects,"Gremlins, Inc. – Cards & Projects",,publicado,escenario,https://store.steampowered.com/app/860560/,https://store.steampowered.com/app/860560/,Candidato Steam app 860560.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
gremlins-inc-figuras-famosas,"Gremlins, Inc. – Figuras famosas",,,,,,,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,,,
gremlins-inc-original-soundtrack,"Gremlins, Inc. – Original Soundtrack",,publicado,escenario,https://store.steampowered.com/app/459851/,https://store.steampowered.com/app/459851/,Candidato Steam app 459851.,descartado,,csv_legacy,,2026-08-03,"steam auto-descartado; terminos: argentina,tango",escenario,,"steam auto-descartado; terminos: argentina,tango"
gremlins-inc-apuestas-strales,"Gremlins, Inc. – Apuestas аstrales",,,,,,,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,,,
gremlins-inc-astral-gamblers,"Gremlins, Inc. – Astral Gamblers",,publicado,escenario,https://store.steampowered.com/app/459853/,https://store.steampowered.com/app/459853/,Candidato Steam app 459853.,descartado,,csv_legacy,,2026-08-03,triage: tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
gremlins-inc-automated-competitors,"Gremlins, Inc. – Automated Competitors",,publicado,escenario,https://store.steampowered.com/app/459852/,https://store.steampowered.com/app/459852/,Candidato Steam app 459852.,descartado,,csv_legacy,,2026-08-03,triage: tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
gremlins-inc-card-game-print-play-set,"Gremlins, Inc. – Card Game, Print & Play Set",,publicado,escenario,https://store.steampowered.com/app/748260/,https://store.steampowered.com/app/748260/,Candidato Steam app 748260.,descartado,,csv_legacy,,2026-08-03,triage: tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
gremlins-inc-competidores-mecanicos,"Gremlins, Inc. – Competidores mecánicos",,,,,,,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,,,
gremlins-inc-digital-artbook,"Gremlins, Inc. – Digital Artbook",,publicado,escenario,https://store.steampowered.com/app/459850/,https://store.steampowered.com/app/459850/,Candidato Steam app 459850.,descartado,,csv_legacy,,2026-08-03,triage: tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
gremlins-inc-dlc-con-el-juego-de-cartas-en-version-print-play,"Gremlins, Inc. – DLC CON EL JUEGO DE CARTAS EN VERSIÓN PRINT & PLAY",,,,,,,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,,,
gremlins-inc-famous-figures,"Gremlins, Inc. – Famous Figures",,publicado,escenario,https://store.steampowered.com/app/723650/,https://store.steampowered.com/app/723650/,Candidato Steam app 723650.,descartado,,csv_legacy,,2026-08-03,triage: tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
gremlins-inc-invitados-inesperados,"Gremlins, Inc. – Invitados inesperados",,,,,,,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,,,
gremlins-inc-libro-de-arte,"Gremlins, Inc. – Libro de arte",,,,,,,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,,,
gremlins-inc-uninvited-guests,"Gremlins, Inc. – Uninvited Guests",,publicado,escenario,https://store.steampowered.com/app/458160/,https://store.steampowered.com/app/458160/,Candidato Steam app 458160.,descartado,,csv_legacy,,2026-08-03,triage: tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
guess-the-flag-demo,Guess the Flag! Demo,,publicado,escenario,https://store.steampowered.com/app/3204870/,https://store.steampowered.com/app/3204870/,Candidato Steam app 3204870.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; título indica demo/dlc/pack/skin,escenario,,steam auto-descartado; título indica demo/dlc/pack/skin
guitar-practice-mate,Guitar Practice Mate,,publicado,escenario,https://store.steampowered.com/app/4629450/,https://store.steampowered.com/app/4629450/,Candidato Steam app 4629450.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
guitar-practice-mate-demo,Guitar Practice Mate Demo,,publicado,escenario,https://store.steampowered.com/app/4697260/,https://store.steampowered.com/app/4697260/,Candidato Steam app 4697260.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: mate,escenario,,steam auto-descartado; terminos: mate
halo-reach,Halo: Reach,,publicado,escenario,https://store.steampowered.com/app/1064220/,https://store.steampowered.com/app/1064220/,Candidato Steam app 1064220.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
haneholo-standard-edition-upgrade-dlc,HANEHOLO! : Standard Edition Upgrade DLC,,publicado,escenario,https://store.steampowered.com/app/2978730/,https://store.steampowered.com/app/2978730/,Candidato Steam app 2978730.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: san luis,escenario,,steam auto-descartado; terminos: san luis
hatsune-miku-dlc,Hatsune Miku DLC,,publicado,escenario,https://store.steampowered.com/app/3359730/,https://store.steampowered.com/app/3359730/,Candidato Steam app 3359730.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: mate,escenario,,steam auto-descartado; terminos: mate
hatsune-miku-magical-mirai-2025-ver-dlc,Hatsune Miku MAGICAL MIRAI 2025 Ver. DLC,,publicado,escenario,https://store.steampowered.com/app/3833190/,https://store.steampowered.com/app/3833190/,Candidato Steam app 3833190.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: mate,escenario,,steam auto-descartado; terminos: mate
head-basketball-first-pack,Head Basketball - First Pack,,publicado,escenario,https://store.steampowered.com/app/2224380/,https://store.steampowered.com/app/2224380/,Candidato Steam app 2224380.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: argentina,escenario,,steam auto-descartado; terminos: argentina
healer-phoenix,Healer&Phoenix,,publicado,escenario,https://store.steampowered.com/app/1837250/,https://store.steampowered.com/app/1837250/,Candidato Steam app 1837250.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Mendoza,escenario,,triage: juego base; jurisdicción: Mendoza
heart-of-enya,Heart of Enya,,publicado,escenario,https://store.steampowered.com/app/1543970/,https://store.steampowered.com/app/1543970/,Candidato Steam app 1543970.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Santa Cruz,escenario,,triage: juego base; jurisdicción: Santa Cruz
heavy-metal-death-can,Heavy Metal Death Can,,publicado,escenario,https://store.steampowered.com/app/3726370/,https://store.steampowered.com/app/3726370/,Candidato Steam app 3726370.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
helldorado,Helldorado,,publicado,escenario,https://store.steampowered.com/app/18470/,https://store.steampowered.com/app/18470/,Candidato Steam app 18470.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Santa Fe,escenario,,triage: juego base; jurisdicción: Santa Fe
hi-fi-rush,Hi-Fi RUSH,,publicado,escenario,https://store.steampowered.com/app/1817230/,https://store.steampowered.com/app/1817230/,Candidato Steam app 1817230.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
hi-fi-rush-b-sides,Hi-Fi RUSH B-Sides,,publicado,escenario,https://store.steampowered.com/app/2627290/,https://store.steampowered.com/app/2627290/,Candidato Steam app 2627290.,descartado,,csv_legacy,,2026-08-03,triage: tipo Steam: music,escenario,,triage: tipo Steam: music
hi-fi-rush-deluxe-edition-upgrade-pack,Hi-Fi RUSH Deluxe Edition Upgrade Pack,,publicado,escenario,https://store.steampowered.com/app/2076280/,https://store.steampowered.com/app/2076280/,Candidato Steam app 2076280.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
hi-fi-rush-original-game-soundtrack,Hi-Fi RUSH Original Game Soundtrack,,publicado,escenario,https://store.steampowered.com/app/2341310/,https://store.steampowered.com/app/2341310/,Candidato Steam app 2341310.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
hi-fi-rush-bossplay-costume-pack,Hi-Fi RUSH: Bossplay Costume Pack,,publicado,escenario,https://store.steampowered.com/app/2314670/,https://store.steampowered.com/app/2314670/,Candidato Steam app 2314670.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
hi-fi-rush-teamplay-costume-pack,Hi-Fi RUSH: Teamplay Costume Pack,,publicado,escenario,https://store.steampowered.com/app/2314700/,https://store.steampowered.com/app/2314700/,Candidato Steam app 2314700.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
hi-fi-rush-traditional-garb-costume-pack,Hi-Fi RUSH: Traditional Garb Costume Pack,,publicado,escenario,https://store.steampowered.com/app/2365950/,https://store.steampowered.com/app/2365950/,Candidato Steam app 2365950.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
hidden-horizons-christmas-tour-collector-s-edition,Hidden Horizons: Christmas Tour Collector's Edition,,publicado,escenario,https://store.steampowered.com/app/4372390/,https://store.steampowered.com/app/4372390/,Candidato Steam app 4372390.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Santa Cruz,escenario,,triage: juego base; jurisdicción: Santa Cruz
huilliche-guardianes-del-sur,Huilliche: Guardianes del Sur,,en_desarrollo,escenario+protagonista,https://devuego.lat/,,Mitología mapuche en desarrollo indie.,descartado,,csv_legacy,,2026-08-03,; sin app_id Steam,mixto,folclore;memoria,; sin app_id Steam
humankindtm-cultures-of-latin-america-pack,HUMANKIND™ - Cultures of Latin America Pack,,publicado,escenario,https://store.steampowered.com/app/1819410/,https://store.steampowered.com/app/1819410/,Candidato Steam app 1819410.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: argentina,escenario,,steam auto-descartado; terminos: argentina
hunt-showdown-1896-la-luz-mala,Hunt: Showdown 1896 - La Luz Mala,,publicado,escenario,https://store.steampowered.com/app/2200640/,https://store.steampowered.com/app/2200640/,Candidato Steam app 2200640.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
ignition,Ignition,,publicado,escenario,https://store.steampowered.com/app/577990/,https://store.steampowered.com/app/577990/,Candidato Steam app 577990.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
igtap-an-incremental-game-that-s-also-a-platformer,IGTAP: an Incremental Game That's Also a Platformer,,publicado,escenario,https://store.steampowered.com/app/4364730/,https://store.steampowered.com/app/4364730/,Candidato Steam app 4364730.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
igtap-an-incremental-game-that-s-also-a-platformer-demo,IGTAP: an Incremental Game That's Also a Platformer Demo,,publicado,escenario,https://store.steampowered.com/app/4421560/,https://store.steampowered.com/app/4421560/,Candidato Steam app 4421560.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
in-search-of-freedom-demo,In Search of Freedom Demo,,publicado,escenario,https://store.steampowered.com/app/4255750/,https://store.steampowered.com/app/4255750/,Candidato Steam app 4255750.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: argentina,escenario,,steam auto-descartado; terminos: argentina
infinite-bloom,Infinite Bloom,,publicado,escenario,https://store.steampowered.com/app/4050070/,https://store.steampowered.com/app/4050070/,Candidato Steam app 4050070.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
infinite-tournament-paintball,Infinite Tournament Paintball,,publicado,escenario,https://store.steampowered.com/app/1341160/,https://store.steampowered.com/app/1341160/,Candidato Steam app 1341160.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
infinity-battlescape,Infinity: Battlescape,,publicado,escenario,https://store.steampowered.com/app/1079620/,https://store.steampowered.com/app/1079620/,Candidato Steam app 1079620.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
isekat-crushed-by-a-computer-my-beloved-kitten-is-transported-to-a-fantasy-world-where-its-typing-skills-save-the-kingdom,"Isekat: Crushed by a Computer, My Beloved Kitten is Transported to a Fantasy World where its Typing Skills Save the Kingdom!",,publicado,escenario,https://store.steampowered.com/app/3737990/,https://store.steampowered.com/app/3737990/,Candidato Steam app 3737990.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
itowngameplay-universe,iTownGamePlay UNIVERSE,,publicado,escenario,https://store.steampowered.com/app/667120/,https://store.steampowered.com/app/667120/,Candidato Steam app 667120.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Corrientes,escenario,,triage: juego base; jurisdicción: Corrientes
itowngameplay-universe-pack-de-batalla,iTowngameplay Universe «Pack de Batalla»,,publicado,escenario,https://store.steampowered.com/app/771900/,https://store.steampowered.com/app/771900/,Candidato Steam app 771900.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: evita,escenario,,steam auto-descartado; terminos: evita
jigsaw-puzzle-pack-pixel-puzzles-ultimate-glaciers,Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Glaciers,,publicado,escenario,https://store.steampowered.com/app/565324/,https://store.steampowered.com/app/565324/,Candidato Steam app 565324.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: patagonia,escenario,,steam auto-descartado; terminos: patagonia
jigsaw-puzzle-pack-pixel-puzzles-ultimate-pp2-birds,Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: PP2 Birds,,publicado,escenario,https://store.steampowered.com/app/577403/,https://store.steampowered.com/app/577403/,Candidato Steam app 577403.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: falklands,escenario,,steam auto-descartado; terminos: falklands
jurassic-world-evolution-2-park-managers-collection-pack,Jurassic World Evolution 2: Park Managers' Collection Pack,,publicado,escenario,https://store.steampowered.com/app/2897800/,https://store.steampowered.com/app/2897800/,Candidato Steam app 2897800.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; título indica demo/dlc/pack/skin,escenario,,steam auto-descartado; título indica demo/dlc/pack/skin
ka-mate,Ka Mate,,publicado,escenario,https://store.steampowered.com/app/636490/,https://store.steampowered.com/app/636490/,Candidato Steam app 636490.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
kasane-teto-dlc,Kasane Teto DLC,,publicado,escenario,https://store.steampowered.com/app/3681410/,https://store.steampowered.com/app/3681410/,Candidato Steam app 3681410.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: mate,escenario,,steam auto-descartado; terminos: mate
kenshi,Kenshi,,publicado,escenario,https://store.steampowered.com/app/233860/,https://store.steampowered.com/app/233860/,Candidato Steam app 233860.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
khemia,Khemia,,publicado,escenario,https://store.steampowered.com/app/2081800/,https://store.steampowered.com/app/2081800/,Candidato Steam app 2081800.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Misiones,escenario,,triage: juego base; jurisdicción: Misiones
king-arthur-s-gold-flags-of-the-world-heads-pack,King Arthur's Gold: Flags of the World Heads Pack,,publicado,escenario,https://store.steampowered.com/app/640900/,https://store.steampowered.com/app/640900/,Candidato Steam app 640900.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: argentina,escenario,,steam auto-descartado; terminos: argentina
kiosco-simulator,Kiosco Simulator,2024,publicado,escenario,https://itch.io/search?q=kiosco+argentina,,Simuladores del kiosco de barrio.,descartado,,csv_legacy,,2026-08-03,verificar existencia; sin app_id Steam,escenario,cultura_urbana,verificar existencia; sin app_id Steam
kirchner-hero,Kirchner Hero,2013,publicado,protagonista,https://archive.org/search?query=kirchner+hero,,Juego Flash político kirchnerista. archive.org.,descartado,,csv_legacy,,2026-08-03,verificar existencia; sin app_id Steam,protagonista,politica;satira,verificar existencia; sin app_id Steam
koatl-the-defender-ultimate,Koatl The Defender ULTIMATE,,publicado,escenario,https://store.steampowered.com/app/4499700/,https://store.steampowered.com/app/4499700/,Candidato Steam app 4499700.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: San Luis,escenario,,triage: juego base; jurisdicción: San Luis
kofi-quest-soundtrack,Kofi Quest Soundtrack,,publicado,escenario,https://store.steampowered.com/app/1240650/,https://store.steampowered.com/app/1240650/,Candidato Steam app 1240650.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: cordoba,escenario,,steam auto-descartado; terminos: cordoba
koharu-rikka-dlc,Koharu Rikka DLC,,publicado,escenario,https://store.steampowered.com/app/3681420/,https://store.steampowered.com/app/3681420/,Candidato Steam app 3681420.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: mate,escenario,,steam auto-descartado; terminos: mate
ladykiller-in-a-bind-original-soundtrack,Ladykiller in a Bind — Original Soundtrack,,publicado,escenario,https://store.steampowered.com/app/576920/,https://store.steampowered.com/app/576920/,Candidato Steam app 576920.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
las-caras-b-de-hi-fi-rush,Las caras B de Hi-Fi RUSH,,,,,,,descartado,,csv_legacy,,2026-08-03,tipo Steam: music,,,
last-harbor,Last Harbor,,publicado,escenario,https://store.steampowered.com/app/4369620/,https://store.steampowered.com/app/4369620/,Candidato Steam app 4369620.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: San Juan,escenario,,triage: juego base; jurisdicción: San Juan
last-pirates-die-together,Last Pirates: Die Together,,publicado,escenario,https://store.steampowered.com/app/4317790/,https://store.steampowered.com/app/4317790/,Candidato Steam app 4317790.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
lego-pirates-of-the-caribbean-the-video-game,LEGO® Pirates of the Caribbean: The Video Game,,publicado,escenario,https://store.steampowered.com/app/311770/,https://store.steampowered.com/app/311770/,Candidato Steam app 311770.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: San Juan,escenario,,triage: juego base; jurisdicción: San Juan
life-of-a-thug,Life of a Thug,,publicado,escenario,https://store.steampowered.com/app/2948130/,https://store.steampowered.com/app/2948130/,Candidato Steam app 2948130.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
lighthouse-of-the-souls-demo-lots,Lighthouse Of The Souls Demo (LOTS),,publicado,escenario,https://store.steampowered.com/app/3168910/,https://store.steampowered.com/app/3168910/,Candidato Steam app 3168910.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: gaucho,escenario,,steam auto-descartado; terminos: gaucho
lilas-sky-ark-soundtrack,Lila’s Sky Ark Soundtrack,,publicado,escenario,https://store.steampowered.com/app/1943680/,https://store.steampowered.com/app/1943680/,Candidato Steam app 1943680.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
livemate,LiveMate,,publicado,escenario,https://store.steampowered.com/app/4703580/,https://store.steampowered.com/app/4703580/,Candidato Steam app 4703580.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
lobizon-la-bestia-del-full-moon,Lobizón: La Bestia del Full Moon,,en_desarrollo,protagonista,https://itch.io/search?q=lobizon,,Prototipos indie sobre la leyenda del lobizón.,descartado,,csv_legacy,,2026-08-03,varios prototipos posibles; sin app_id Steam,protagonista,folclore,varios prototipos posibles; sin app_id Steam
lock-n-load-tactical-digital-heroes-of-the-falklands-battlepack-1,Lock 'n Load Tactical Digital: Heroes of the Falklands Battlepack 1,,publicado,escenario,https://store.steampowered.com/app/1176923/,https://store.steampowered.com/app/1176923/,Candidato Steam app 1176923.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
loser-named-hana,Loser Named Hana,,publicado,escenario,https://store.steampowered.com/app/4055570/,https://store.steampowered.com/app/4055570/,Candidato Steam app 4055570.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Mendoza,escenario,,triage: juego base; jurisdicción: Mendoza
lost-in-prayer,Lost in Prayer,,publicado,escenario,https://store.steampowered.com/app/2849500/,https://store.steampowered.com/app/2849500/,Candidato Steam app 2849500.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
lucius-iii-soundtrack,Lucius III Soundtrack,,publicado,escenario,https://store.steampowered.com/app/985190/,https://store.steampowered.com/app/985190/,Candidato Steam app 985190.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
ludum-dare-gaucho-entries,Ludum Dare — Gaucho entries,,prototipo,protagonista,https://itch.io/jam/ludum-dare/search?q=gaucho,,Prototipos jam con temática gaucha.,descartado,,csv_legacy,,2026-08-03,; sin app_id Steam,protagonista,folclore,; sin app_id Steam
