id,titulo,anio,estado_juego,vinculo_preliminar,fuente,url,nota,estado_triage,ficha_id,origen,origen_ref,fecha_estado,motivo_decision,eje_sugerido,ejes_culturales_sugeridos,notas_triage
tane-dlc-dic-reefer-mechanical-refrigerator,TANE DLC - DIC-Reefer (Mechanical Refrigerator),,publicado,escenario,https://store.steampowered.com/app/1042540/,https://store.steampowered.com/app/1042540/,Candidato Steam app 1042540.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
tane-dlc-aerotrain,TANE DLC: Aerotrain,,publicado,escenario,https://store.steampowered.com/app/430181/,https://store.steampowered.com/app/430181/,Candidato Steam app 430181.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
tane-dlc-atsf-gp38-2-santa-fe-2-pack,TANE DLC: ATSF GP38-2 Santa FE (2 Pack),,publicado,escenario,https://store.steampowered.com/app/537940/,https://store.steampowered.com/app/537940/,Candidato Steam app 537940.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
tane-dlc-chicago-north-western-ge-dash-9-44cw,TANE DLC: Chicago North Western GE Dash 9 44CW,,publicado,escenario,https://store.steampowered.com/app/404980/,https://store.steampowered.com/app/404980/,Candidato Steam app 404980.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
tane-dlc-southern-pacific-ge-cw44-9,TANE DLC: Southern Pacific GE CW44-9,,publicado,escenario,https://store.steampowered.com/app/404981/,https://store.steampowered.com/app/404981/,Candidato Steam app 404981.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
tango-district,Tango District,,publicado,escenario,https://store.steampowered.com/app/3860680/,https://store.steampowered.com/app/3860680/,Candidato Steam app 3860680.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
tango-district-demo,Tango District Demo,,publicado,escenario,https://store.steampowered.com/app/4098990/,https://store.steampowered.com/app/4098990/,Candidato Steam app 4098990.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
tango-fiesta,Tango Fiesta,,publicado,escenario,https://store.steampowered.com/app/276730/,https://store.steampowered.com/app/276730/,Candidato Steam app 276730.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
tango-fiesta-fascism-fighters-4000,Tango Fiesta - Fascism Fighters 4000,,publicado,escenario,https://store.steampowered.com/app/1347790/,https://store.steampowered.com/app/1347790/,Candidato Steam app 1347790.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
tech-invaders-td,Tech Invaders TD,,publicado,escenario,https://store.steampowered.com/app/2147550/,https://store.steampowered.com/app/2147550/,Candidato Steam app 2147550.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Misiones,escenario,,triage: juego base; jurisdicción: Misiones
terminal-conflict-soundtrack,Terminal Conflict Soundtrack,,publicado,escenario,https://store.steampowered.com/app/1935040/,https://store.steampowered.com/app/1935040/,Candidato Steam app 1935040.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; título indica demo/dlc/pack/skin,escenario,,steam auto-descartado; título indica demo/dlc/pack/skin
thalassa-edge-of-the-abyss,Thalassa: Edge of the Abyss,,publicado,escenario,https://store.steampowered.com/app/1783680/,https://store.steampowered.com/app/1783680/,Candidato Steam app 1783680.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
the-adventures-of-tango-rio,The Adventures of Tango Rio,,publicado,escenario,https://store.steampowered.com/app/3321550/,https://store.steampowered.com/app/3321550/,Candidato Steam app 3321550.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
the-adventures-of-tango-rio-demo,The Adventures of Tango Rio Demo,,publicado,escenario,https://store.steampowered.com/app/3356550/,https://store.steampowered.com/app/3356550/,Candidato Steam app 3356550.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
the-ditzy-demons-are-in-love-with-me,The Ditzy Demons Are in Love With Me,,publicado,escenario,https://store.steampowered.com/app/802870/,https://store.steampowered.com/app/802870/,Candidato Steam app 802870.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
the-evil-within,The Evil Within,,publicado,escenario,https://store.steampowered.com/app/268050/,https://store.steampowered.com/app/268050/,Candidato Steam app 268050.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
the-evil-within-soundtrack,The Evil Within - Soundtrack,,publicado,escenario,https://store.steampowered.com/app/446950/,https://store.steampowered.com/app/446950/,Candidato Steam app 446950.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
the-evil-within-the-consequence,The Evil Within - The Consequence,,publicado,escenario,https://store.steampowered.com/app/354710/,https://store.steampowered.com/app/354710/,Candidato Steam app 354710.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
the-evil-within-2,The Evil Within 2,,publicado,escenario,https://store.steampowered.com/app/601430/,https://store.steampowered.com/app/601430/,Candidato Steam app 601430.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
the-evil-within-bundle,The Evil Within Bundle,,publicado,escenario,https://store.steampowered.com/app/652810/,https://store.steampowered.com/app/652810/,Candidato Steam app 652810.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
the-evil-within-demo,The Evil Within Demo,,publicado,escenario,https://store.steampowered.com/app/329960/,https://store.steampowered.com/app/329960/,Candidato Steam app 329960.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
the-evil-within-season-pass,The Evil Within Season Pass,,publicado,escenario,https://store.steampowered.com/app/318750/,https://store.steampowered.com/app/318750/,Candidato Steam app 318750.,descartado,,csv_legacy,,2026-08-03,Steam API sin datos,escenario,,triage: Steam API sin datos
the-evil-within-the-assignment,The Evil Within: The Assignment,,publicado,escenario,https://store.steampowered.com/app/345980/,https://store.steampowered.com/app/345980/,Candidato Steam app 345980.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
the-evil-within-the-executioner,The Evil Within: The Executioner,,publicado,escenario,https://store.steampowered.com/app/359930/,https://store.steampowered.com/app/359930/,Candidato Steam app 359930.,descartado,,csv_legacy,,2026-08-03,Steam API sin datos,escenario,,triage: Steam API sin datos
the-girl-from-arkanya,The Girl from Arkanya,,publicado,escenario,https://store.steampowered.com/app/1447820/,https://store.steampowered.com/app/1447820/,Candidato Steam app 1447820.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
the-legend-of-tango,The Legend of Tango,,publicado,escenario,https://store.steampowered.com/app/394720/,https://store.steampowered.com/app/394720/,Candidato Steam app 394720.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
the-list,The List,,publicado,escenario,https://store.steampowered.com/app/1586820/,https://store.steampowered.com/app/1586820/,Candidato Steam app 1586820.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Santa Fe,escenario,,triage: juego base; jurisdicción: Santa Fe
the-lost-nomad,The Lost Nomad,,publicado,escenario,https://store.steampowered.com/app/2699110/,https://store.steampowered.com/app/2699110/,Candidato Steam app 2699110.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Misiones,escenario,,triage: juego base; jurisdicción: Misiones
the-neon-mate,The Neon Mate,,publicado,escenario,https://store.steampowered.com/app/1334970/,https://store.steampowered.com/app/1334970/,Candidato Steam app 1334970.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
the-rainy-port-keelung,The Rainy Port Keelung 雨港基隆,,publicado,escenario,https://store.steampowered.com/app/349320/,https://store.steampowered.com/app/349320/,Candidato Steam app 349320.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Formosa,escenario,,triage: juego base; jurisdicción: Formosa
the-shimmering-horizon-and-cursed-blacksmith,The Shimmering Horizon and Cursed Blacksmith,,publicado,escenario,https://store.steampowered.com/app/1414910/,https://store.steampowered.com/app/1414910/,Candidato Steam app 1414910.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Formosa,escenario,,triage: juego base; jurisdicción: Formosa
the-shimmering-horizon-and-cursed-blacksmith-trial,The Shimmering Horizon and Cursed Blacksmith Trial,,publicado,escenario,https://store.steampowered.com/app/1501190/,https://store.steampowered.com/app/1501190/,Candidato Steam app 1501190.,descartado,,csv_legacy,,2026-08-03,triage: tipo Steam: demo,escenario,,triage: tipo Steam: demo
the-simstm-4-werewolves-game-pack,The Sims™ 4 Werewolves Game Pack,,publicado,escenario,https://store.steampowered.com/app/1776780/,https://store.steampowered.com/app/1776780/,Candidato Steam app 1776780.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: mate,escenario,,steam auto-descartado; terminos: mate
thehunter-call-of-the-wildtm-parque-fernando,theHunter: Call of the Wild™ - Parque Fernando,,publicado,escenario,https://store.steampowered.com/app/986850/,https://store.steampowered.com/app/986850/,Candidato Steam app 986850.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
thehunter-call-of-the-wildtm-parque-fernando-cosmetic-pack,theHunter: Call of the Wild™ - Parque Fernando Cosmetic Pack,,publicado,escenario,https://store.steampowered.com/app/2198015/,https://store.steampowered.com/app/2198015/,Candidato Steam app 2198015.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: patagonia,escenario,,steam auto-descartado; terminos: patagonia
thunder-tank-escudo-de-hierro,Thunder Tank: Escudo de hierro,,,,,,,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Misiones,,,
thunder-tank-iron-shield,Thunder Tank: Iron Shield,,publicado,escenario,https://store.steampowered.com/app/4486290/,https://store.steampowered.com/app/4486290/,Candidato Steam app 4486290.,descartado,,csv_legacy,,2026-08-03,triage: juego base; jurisdicción: Misiones,escenario,,triage: juego base; jurisdicción: Misiones
tooth-and-tail-official-soundtrack,Tooth and Tail - Official Soundtrack,,publicado,escenario,https://store.steampowered.com/app/698760/,https://store.steampowered.com/app/698760/,Candidato Steam app 698760.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
total-war-attila-age-of-charlemagne-campaign-pack,Total War: ATTILA - Age of Charlemagne Campaign Pack,,publicado,escenario,https://store.steampowered.com/app/343464/,https://store.steampowered.com/app/343464/,Candidato Steam app 343464.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: cordoba,escenario,,steam auto-descartado; terminos: cordoba
total-war-warhammer-ii-curse-of-the-vampire-coast,Total War: WARHAMMER II - Curse of the Vampire Coast,,publicado,escenario,https://store.steampowered.com/app/835670/,https://store.steampowered.com/app/835670/,Candidato Steam app 835670.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
totally-accurate-battlegrounds,Totally Accurate Battlegrounds,,publicado,escenario,https://store.steampowered.com/app/823130/,https://store.steampowered.com/app/823130/,Candidato Steam app 823130.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
tp2,TP2,,publicado,escenario,https://store.steampowered.com/app/3353150/,https://store.steampowered.com/app/3353150/,Candidato Steam app 3353150.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Misiones,escenario,,triage: juego base; jurisdicción: Misiones
train-sim-world-3-santa-fe-f7-add-on,Train Sim World® 3: Santa Fe F7 Add-On,,publicado,escenario,https://store.steampowered.com/app/1998974/,https://store.steampowered.com/app/1998974/,Candidato Steam app 1998974.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-sim-world-4-santa-fe-f7-add-on,Train Sim World® 4: Santa Fe F7 Add-On,,publicado,escenario,https://store.steampowered.com/app/2386148/,https://store.steampowered.com/app/2386148/,Candidato Steam app 2386148.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-sim-world-5-santa-fe-f7-add-on,Train Sim World® 5: Santa Fe F7 Add-On,,publicado,escenario,https://store.steampowered.com/app/2970180/,https://store.steampowered.com/app/2970180/,Candidato Steam app 2970180.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-sim-world-6-bnsf-gp60m-gp60b-loco-add-on,Train Sim World® 6: BNSF GP60M & GP60B Loco Add-On,,publicado,escenario,https://store.steampowered.com/app/4035910/,https://store.steampowered.com/app/4035910/,Candidato Steam app 4035910.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-sim-world-6-santa-fe-f7-add-on,Train Sim World® 6: Santa Fe F7 Add-On,,publicado,escenario,https://store.steampowered.com/app/3662920/,https://store.steampowered.com/app/3662920/,Candidato Steam app 3662920.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-sim-world-6-santa-fe-on-cajon-pass-add-on,Train Sim World® 6: Santa Fe on Cajon Pass Add-On,,publicado,escenario,https://store.steampowered.com/app/3879890/,https://store.steampowered.com/app/3879890/,Candidato Steam app 3879890.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-aerotrain-streamlined-train-add-on,Train Simulator: Aerotrain Streamlined Train Add-On,,publicado,escenario,https://store.steampowered.com/app/500248/,https://store.steampowered.com/app/500248/,Candidato Steam app 500248.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-amtrak-sdp40f-loco-add-on,Train Simulator: Amtrak SDP40F Loco Add-On,,publicado,escenario,https://store.steampowered.com/app/834401/,https://store.steampowered.com/app/834401/,Candidato Steam app 834401.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-arizona-divide-winslow-williams-route-add-on,Train Simulator: Arizona Divide: Winslow - Williams Route Add-on,,publicado,escenario,https://store.steampowered.com/app/1515064/,https://store.steampowered.com/app/1515064/,Candidato Steam app 1515064.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-at-sf-scenario-pack-01,Train Simulator: AT&SF Scenario Pack 01,,publicado,escenario,https://store.steampowered.com/app/2403303/,https://store.steampowered.com/app/2403303/,Candidato Steam app 2403303.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
train-simulator-at-sf-sd45-2-loco-add-on,Train Simulator: AT&SF SD45-2 Loco Add-On,,publicado,escenario,https://store.steampowered.com/app/376977/,https://store.steampowered.com/app/376977/,Candidato Steam app 376977.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-bnsf-locomotive-pack-add-on,Train Simulator: BNSF Locomotive Pack Add-On,,publicado,escenario,https://store.steampowered.com/app/222581/,https://store.steampowered.com/app/222581/,Candidato Steam app 222581.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
train-simulator-bnsf-sd75-loco-add-on,Train Simulator: BNSF SD75 Loco Add-On,,publicado,escenario,https://store.steampowered.com/app/65259/,https://store.steampowered.com/app/65259/,Candidato Steam app 65259.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-bozeman-pass-livingston-three-forks-trident,Train Simulator: Bozeman Pass: Livingston - Three Forks & Trident,,publicado,escenario,https://store.steampowered.com/app/2956030/,https://store.steampowered.com/app/2956030/,Candidato Steam app 2956030.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-burlington-northern-f45-loco-add-on,Train Simulator: Burlington Northern F45 Loco Add-On,,publicado,escenario,https://store.steampowered.com/app/222624/,https://store.steampowered.com/app/222624/,Candidato Steam app 222624.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-burlington-northern-u25,Train Simulator: Burlington Northern U25,,publicado,escenario,https://store.steampowered.com/app/2403301/,https://store.steampowered.com/app/2403301/,Candidato Steam app 2403301.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-cajon-pass-route-add-on,Train Simulator: Cajon Pass Route Add-On,,publicado,escenario,https://store.steampowered.com/app/208307/,https://store.steampowered.com/app/208307/,Candidato Steam app 208307.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-clinchfield-railroad-u36c-loco-add-on,Train Simulator: Clinchfield Railroad U36C Loco Add-On,,publicado,escenario,https://store.steampowered.com/app/1267503/,https://store.steampowered.com/app/1267503/,Candidato Steam app 1267503.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-csx-sd45-2-loco-add-on,Train Simulator: CSX SD45-2 Loco Add-On,,publicado,escenario,https://store.steampowered.com/app/1717658/,https://store.steampowered.com/app/1717658/,Candidato Steam app 1717658.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-gp9-loco-add-on,Train Simulator: GP9 Loco Add-On,,publicado,escenario,https://store.steampowered.com/app/208371/,https://store.steampowered.com/app/208371/,Candidato Steam app 208371.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-great-northern-f7-empire-builder-loco-add-on,Train Simulator: Great Northern F7 ‘Empire Builder’ Loco Add-On,,publicado,escenario,https://store.steampowered.com/app/222590/,https://store.steampowered.com/app/222590/,Candidato Steam app 222590.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-norfolk-southern-gp50hh-loco-add-on,Train Simulator: Norfolk Southern GP50HH Loco Add-On,,publicado,escenario,https://store.steampowered.com/app/1267505/,https://store.steampowered.com/app/1267505/,Candidato Steam app 1267505.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-pacific-surfliner-la-san-diego-route,Train Simulator: Pacific Surfliner® LA - San Diego Route,,publicado,escenario,https://store.steampowered.com/app/222606/,https://store.steampowered.com/app/222606/,Candidato Steam app 222606.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: San Juan,escenario,,triage: juego base; jurisdicción: San Juan
train-simulator-raton-pass-trinidad-raton-route-add-on,Train Simulator: Raton Pass: Trinidad - Raton Route Add-On,,publicado,escenario,https://store.steampowered.com/app/704250/,https://store.steampowered.com/app/704250/,Candidato Steam app 704250.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-rio-grande-southern-placerville-rico-telluride-route-add-on,Train Simulator: Rio Grande Southern: Placerville - Rico & Telluride Route Add-On,,publicado,escenario,https://store.steampowered.com/app/2288620/,https://store.steampowered.com/app/2288620/,Candidato Steam app 2288620.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-santa-fe-classic-pack-01,Train Simulator: Santa Fe Classic Pack 01,,publicado,escenario,https://store.steampowered.com/app/1922044/,https://store.steampowered.com/app/1922044/,Candidato Steam app 1922044.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
train-simulator-santa-fe-super-fleet-gp60m,Train Simulator: Santa Fe Super Fleet GP60M,,publicado,escenario,https://store.steampowered.com/app/2955990/,https://store.steampowered.com/app/2955990/,Candidato Steam app 2955990.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-southern-pacific-sd45t-2-loco-add-on,Train Simulator: Southern Pacific SD45T-2 Loco Add-On,,publicado,escenario,https://store.steampowered.com/app/621923/,https://store.steampowered.com/app/621923/,Candidato Steam app 621923.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-tennessee-pass,Train Simulator: Tennessee Pass,,publicado,escenario,https://store.steampowered.com/app/2662430/,https://store.steampowered.com/app/2662430/,Candidato Steam app 2662430.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-union-pacific-gp40x-loco-add-on,Train Simulator: Union Pacific GP40X Loco Add-On,,publicado,escenario,https://store.steampowered.com/app/1098165/,https://store.steampowered.com/app/1098165/,Candidato Steam app 1098165.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
train-simulator-union-pacific-gp50-loco-add-on,Train Simulator: Union Pacific GP50 Loco Add-On,,publicado,escenario,https://store.steampowered.com/app/222634/,https://store.steampowered.com/app/222634/,Candidato Steam app 222634.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
trainz-2019-dlc-pro-train-atsf-f7a-b-warbonnet-loco-bundle,Trainz 2019 DLC - Pro Train: ATSF F7A/B Warbonnet Loco Bundle,,publicado,escenario,https://store.steampowered.com/app/3237890/,https://store.steampowered.com/app/3237890/,Candidato Steam app 3237890.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
trainz-2019-dlc-pro-train-sd40-2-loco-bundle-2,Trainz 2019 DLC - Pro Train: SD40-2 Loco Bundle 2,,publicado,escenario,https://store.steampowered.com/app/2837430/,https://store.steampowered.com/app/2837430/,Candidato Steam app 2837430.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
trainz-2019-dlc-aerotrain,Trainz 2019 DLC: Aerotrain,,publicado,escenario,https://store.steampowered.com/app/570750/,https://store.steampowered.com/app/570750/,Candidato Steam app 570750.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
trainz-2019-dlc-atsf-gp38-2-santa-fe-2-pack,Trainz 2019 DLC: ATSF GP38-2 Santa FE (2 Pack),,publicado,escenario,https://store.steampowered.com/app/619420/,https://store.steampowered.com/app/619420/,Candidato Steam app 619420.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
trainz-2019-dlc-chicago-north-western-ge-dash-9-44cw,Trainz 2019 DLC: Chicago North Western GE Dash 9 44CW,,publicado,escenario,https://store.steampowered.com/app/570830/,https://store.steampowered.com/app/570830/,Candidato Steam app 570830.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
trainz-2019-dlc-dic-reefer-mechanical-refrigerator,Trainz 2019 DLC: DIC-Reefer (Mechanical Refrigerator),,publicado,escenario,https://store.steampowered.com/app/1041240/,https://store.steampowered.com/app/1041240/,Candidato Steam app 1041240.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
trainz-2019-dlc-southern-pacific-ge-cw44-9,Trainz 2019 DLC: Southern Pacific GE CW44-9,,publicado,escenario,https://store.steampowered.com/app/582130/,https://store.steampowered.com/app/582130/,Candidato Steam app 582130.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
trainz-2022-dlc-aerotrain,Trainz 2022 DLC - Aerotrain,,publicado,escenario,https://store.steampowered.com/app/1825876/,https://store.steampowered.com/app/1825876/,Candidato Steam app 1825876.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
trainz-2022-dlc-atsf-b40-8w-500-559,Trainz 2022 DLC - ATSF B40-8W 500-559,,publicado,escenario,https://store.steampowered.com/app/3844440/,https://store.steampowered.com/app/3844440/,Candidato Steam app 3844440.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
trainz-2022-dlc-atsf-gp38-2-santa-fe-2-pack,Trainz 2022 DLC - ATSF GP38-2 Santa FE (2 Pack),,publicado,escenario,https://store.steampowered.com/app/1894173/,https://store.steampowered.com/app/1894173/,Candidato Steam app 1894173.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
trainz-2022-dlc-chicago-north-western-ge-dash-9-44cw,Trainz 2022 DLC - Chicago North Western GE Dash 9 44CW,,publicado,escenario,https://store.steampowered.com/app/1827010/,https://store.steampowered.com/app/1827010/,Candidato Steam app 1827010.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
trainz-2022-dlc-dic-reefer-mechanical-refrigerator,Trainz 2022 DLC - DIC-Reefer (Mechanical Refrigerator),,publicado,escenario,https://store.steampowered.com/app/1894290/,https://store.steampowered.com/app/1894290/,Candidato Steam app 1894290.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
trainz-2022-dlc-mojave-pack,Trainz 2022 DLC - Mojave Pack,,publicado,escenario,https://store.steampowered.com/app/1959640/,https://store.steampowered.com/app/1959640/,Candidato Steam app 1959640.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
trainz-2022-dlc-pro-train-atsf-f7a-b-warbonnet-loco-bundle,Trainz 2022 DLC - Pro Train: ATSF F7A/B Warbonnet Loco Bundle,,publicado,escenario,https://store.steampowered.com/app/3237910/,https://store.steampowered.com/app/3237910/,Candidato Steam app 3237910.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
trainz-2022-dlc-pro-train-sd40-2-loco-bundle-2,Trainz 2022 DLC - Pro Train: SD40-2 Loco Bundle 2,,publicado,escenario,https://store.steampowered.com/app/2837440/,https://store.steampowered.com/app/2837440/,Candidato Steam app 2837440.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: santa fe,escenario,,steam auto-descartado; terminos: santa fe
